data,close_dolar,close_ibov,close_marfrig,close_jbs,close_brf,value_ipca,saldo_balanca_com,value_exp_carnes
apr/2010,1.7654000520706177,71136.0,11.297521591186523,4.923181056976318,5.570797920227051,0.57,14007783168.0,300196785.0
apr/2011,1.6272000074386597,69268.0,7.89703369140625,3.573925018310547,4.838961124420166,0.77,18458870399.0,340074636.0
apr/2012,1.825700044631958,65216.0,6.704399108886719,4.769278526306152,5.773365020751953,0.64,18849751858.0,342856574.0
apr/2013,2.0190000534057617,55902.0,4.676177501678467,4.11395788192749,10.084142684936523,0.55,21788737806.0,435799881.0
apr/2014,2.2692999839782715,50270.0,2.4958388805389404,4.627227306365967,7.582352638244629,0.67,19352300589.0,422337850.0
apr/2015,3.188499927520752,52322.0,2.2986509799957275,9.211318016052246,5.619408130645752,0.71,14799978318.0,346099018.0
apr/2016,3.5864999294281006,50562.0,3.7747457027435303,6.739844799041748,8.77551555633545,0.61,10658991407.0,338997067.0
apr/2017,3.121799945831299,65211.0,3.211350440979004,6.6632208824157715,7.528467178344727,0.14,11459643696.0,291948514.0
apr/2018,3.302000045776367,84666.0,3.2845919132232666,6.17857027053833,5.894169807434082,0.22,14653559274.0,280557290.0
apr/2019,3.922499895095825,96054.0,3.408539056777954,10.725226402282715,5.609350681304932,0.57,14664020352.0,427056791.0
apr/2020,5.203499794006348,70967.0,5.18323278427124,14.387846946716309,6.6379899978637695,-0.31,11431019725.0,508449100.0
apr/2021,5.63129997253418,115253.0,10.067866325378418,20.58980941772461,8.446999549865723,0.31,16096324095.0,597990518.0
apr/2022,4.737800121307373,121570.0,14.40780258178711,28.55108070373535,11.719391822814941,1.06,20742942801.0,977022658.0
apr/2023,5.062300205230713,101506.0,5.3682026863098145,14.082069396972656,9.608882904052734,0.61,19145984913.0,525623788.0
apr/2024,5.013199806213379,126990.0,8.835201263427734,17.93488121032715,6.849999904632568,0.38,21896365060.0,941148668.0
aug/2010,1.742900013923645,68517.0,9.943458557128906,5.339650630950928,5.199409484863281,0.04,16961829274.0,389185864.0
aug/2011,1.5464999675750732,58536.0,8.546700477600098,2.7972490787506104,4.2837934494018555,0.37,22405400011.0,347275435.0
aug/2012,2.0566999912261963,55623.0,5.256474018096924,3.209857940673828,7.158972263336182,0.41,19312716179.0,418221686.0
aug/2013,2.273699998855591,49141.0,4.02263879776001,4.284015655517578,7.205159664154053,0.24,20364218693.0,472464609.0
aug/2014,2.2602999210357666,55903.0,3.7747457027435303,5.435173034667969,9.006447792053223,0.25,19437036957.0,534041436.0
aug/2015,3.4193999767303467,50138.0,2.9014832973480225,9.324389457702637,8.490694046020508,0.22,12937800630.0,403256039.0
aug/2016,3.2462000846862793,56756.0,3.1324756145477295,7.220129013061523,7.351417541503906,0.44,13000671538.0,350518616.0
aug/2017,3.1257998943328857,66516.0,3.6451644897460938,5.061168193817139,9.968663215637207,0.19,14789290641.0,519487497.99999994
aug/2018,3.753000020980835,79302.0,4.580399990081787,6.000311851501465,5.941638946533203,-0.09,19768276314.0,589830608.0
aug/2019,3.8117001056671143,102126.0,3.7691118717193604,17.249549865722656,6.764449119567871,0.11,17603930758.0,563907137.0
aug/2020,5.221199989318848,102830.0,8.169225692749023,15.214144706726074,10.797798156738281,0.24,11585200604.0,654098449.0
aug/2021,5.208700180053711,122516.0,11.280628204345703,23.19510841369629,7.983973979949951,0.87,19557276638.0,1031564006.0000001
aug/2022,5.171199798583984,102225.0,9.445747375488281,24.88597869873047,12.327849388122559,-0.36,26680226835.0,1245977695.0
aug/2023,4.724699974060059,121248.0,6.348113536834717,16.35289764404297,10.052255630493164,0.23,21468484469.0,835703819.0
aug/2024,5.656599998474121,127395.0,10.05207633972168,29.662193298339844,6.460000038146973,-0.02,24219210009.0,964290196.0
dec/2010,1.7144999504089355,69346.0,7.41005802154541,4.059348106384277,4.828024864196777,0.63,15707163779.0,284272957.0
dec/2011,1.8079999685287476,58143.0,4.501524448394775,3.786297082901001,3.7511327266693115,0.5,18477262036.0,313459315.0
dec/2012,2.1338999271392822,58202.0,6.033958911895752,3.3858234882354736,7.89026403427124,0.79,17662214372.0,386145216.0
dec/2013,2.3308000564575195,51245.0,2.405696153640747,5.062371253967285,7.882566928863525,0.92,18352387728.0,517824870.00000006
dec/2014,2.5315001010894775,52276.0,3.386002779006958,6.927058696746826,8.336738586425781,0.78,17314237984.0,462530212.0
dec/2015,3.8666000366210938,45047.0,3.2902257442474365,7.309320449829102,8.77551555633545,0.96,10686340015.0,430047455.0
dec/2016,3.4063000679016113,59507.0,3.58319091796875,5.942518711090088,9.375943183898926,0.3,11666728798.0,365912792.0
dec/2017,3.271199941635132,72264.0,3.876156806945801,5.34380578994751,8.702801704406738,0.44,13323465863.0,466853419.0
dec/2018,3.8652000427246094,89820.0,3.58319091796875,7.903494358062744,4.398870468139648,0.15,13640421233.0,482756934.0
dec/2019,4.236100196838379,109061.0,6.112834453582764,18.6374454498291,12.183919906616211,1.15,13248186239.0,744306716.0
dec/2020,5.331099987030029,111335.0,8.141056060791016,15.883566856384277,8.110333442687988,1.35,15748589294.0,642233305.0
dec/2021,5.620871067047119,100775.0,13.268495559692383,25.177406311035156,7.690849781036377,0.73,20419466049.0,612379666.0
dec/2022,5.181589126586914,110926.0,6.133455753326416,17.557817459106445,11.289488792419434,0.62,21809042646.0,756266265.0
dec/2023,4.923099994659424,128103.0,8.6038236618042,20.514202117919922,7.46999979019165,0.56,19463062497.0,947877714.0
dec/2024,5.973199844360352,125236.0,16.20500946044922,35.12809753417969,6.010000228881836,0.52,20245157064.0,1002973520.0
feb/2010,1.8624000549316406,66572.0,12.77596378326416,5.72758150100708,5.110278606414795,0.78,11936118599.0,264910463.0
feb/2011,1.6670000553131104,67847.0,7.655001640319824,3.901585817337036,4.93201208114624,0.8,15689000891.0,323596434.0
feb/2012,1.7447999715805054,64567.0,4.676177501678467,4.022940635681152,3.9461913108825684,0.45,16476146495.0,269476178.0
feb/2013,1.9905999898910522,60351.0,5.870574474334717,4.5326337814331055,10.007165908813477,0.6,16981570962.000002,349904042.0
feb/2014,2.422300100326538,46148.0,2.2930171489715576,4.939795017242432,8.236665725708008,0.69,18190582391.0,500789219.0
feb/2015,2.678800106048584,47651.0,2.7493669986724854,7.026106357574463,6.543146133422852,1.22,15063076630.0,326977590.0
feb/2016,3.9971001148223877,40570.0,3.447977066040039,6.739844799041748,9.429829597473145,0.9,10448566313.0,388012925.0
feb/2017,3.150099992752075,64836.0,3.7127721309661865,8.078417778015137,9.26817512512207,0.33,11046775404.0,325225497.0
feb/2018,3.1847000122070312,85495.0,3.831085443496704,6.697832107543945,7.729669094085693,0.32,13268767883.0,393633983.0
feb/2019,3.6428000926971436,97861.0,3.605727195739746,9.82650375366211,4.841922283172607,0.43,13566766788.0,433044820.0
feb/2020,4.282599925994873,114629.0,6.338192939758301,18.584575653076172,9.90468692779541,0.25,13849450579.0,489658587.0
feb/2021,5.4608001708984375,117365.0,7.498785495758057,16.383943557739258,7.668551921844482,0.86,14539172569.0,463474718.0
feb/2022,5.303100109100342,113147.0,15.098078727722168,26.625349044799805,8.295130729675293,1.01,18884032639.0,888122385.0
feb/2023,5.072199821472168,112303.0,6.910496711730957,16.369386672973633,13.245447158813477,0.84,17669835440.0,613553098.0
feb/2024,4.951900005340576,128481.0,7.883981227874756,19.860774993896484,6.75,0.83,18217925231.0,808285348.0
jan/2010,1.718999981880188,70045.0,10.823307037353516,5.848544120788574,4.322938442230225,0.75,11628213109.0,240923421.0
jan/2011,1.6154999732971191,69962.0,8.696307182312012,4.3323974609375,5.0360002517700195,0.83,14962070227.0,250257100.0
jan/2012,1.8623000383377075,59265.0,5.064919471740723,3.41009521484375,3.9011776447296143,0.56,17589407302.0,300971772.0
jan/2013,2.0506999492645264,62550.0,4.974776268005371,3.7256197929382324,8.667745590209961,0.86,20156726433.0,408608834.0
jan/2014,2.3592000007629395,50341.0,2.16907000541687,5.270749568939209,8.66004753112793,0.55,20238121344.0,458416707.0
jan/2015,2.6542000770568848,48512.0,3.188815116882324,6.530873775482178,7.29753303527832,1.24,17000888866.000002,310162466.0
jan/2016,3.950000047683716,42141.0,3.5099496841430664,7.540863990783691,9.622274398803711,1.27,10455954695.0,304766098.0
jan/2017,3.253200054168701,59589.0,3.605727195739746,7.403580665588379,9.160405158996582,0.38,12335328289.0,352155397.0
jan/2018,3.3076000213623047,77891.0,4.112782001495361,6.638676166534424,8.615774154663086,0.29,15114215063.0,425517937.0
jan/2019,3.880000114440918,91012.0,3.183180809020996,7.95635986328125,4.019111633300781,0.32,17453376542.0,383981627.0
jan/2020,4.016786098480225,118573.0,5.667752742767334,17.97654151916504,9.944929122924805,0.21,17190165488.0,562383888.0
jan/2021,5.1921000480651855,118558.0,8.056547164916992,15.829472541809082,8.314498901367188,0.25,15167392393.0,484132354.0
jan/2022,5.569300174713135,103922.0,14.394267082214355,27.668136596679688,9.55862808227539,0.54,19839036895.0,722548729.0
jan/2023,5.2855000495910645,106376.0,7.123520374298096,17.46013641357422,12.058578491210938,0.53,20511168894.0,775785841.0
jan/2024,4.850500106811523,132697.0,8.269610404968262,21.640506744384766,7.320000171661377,0.42,20506556064.0,821476367.0
jul/2010,1.7989000082015991,61236.0,9.507242202758789,4.79355001449585,5.08799409866333,0.01,16464840453.0,407701601.0
jul/2011,1.561400055885315,63394.0,8.896004676818848,3.2826714515686035,3.781141757965088,0.16,19259092355.0,314137902.0
jul/2012,2.008699893951416,54693.0,5.273375511169434,3.5799927711486816,6.258327007293701,0.43,18294468661.0,376409791.0
jul/2013,2.189199924468994,47230.0,4.343774795532227,4.161439895629883,7.774796962738037,0.03,22867575854.0,463469849.0
jul/2014,2.211699962615967,53171.0,3.335296630859375,4.667562484741211,8.352134704589844,0.01,21610393823.0,571041422.0
jul/2015,3.1080000400543213,52758.0,3.188815116882324,10.006507873535156,8.66004753112793,0.62,16286388117.0,416505309.0
jul/2016,3.205899953842163,52233.0,3.160645008087158,6.224248886108398,7.005015850067139,0.52,11906417753.0,325359948.0
jul/2017,3.1777000427246094,63280.0,3.831085443496704,4.423592567443848,9.80251693725586,0.24,13263065205.0,446221204.0
jul/2018,3.8756000995635986,72840.0,4.602935791015625,6.13908576965332,5.095094203948975,0.33,17759842765.0,549312478.0
jul/2019,3.8494999408721924,101340.0,3.6507976055145264,14.797602653503418,6.408425807952881,0.19,18032908964.0,530584440.99999994
jul/2020,5.461699962615967,96203.0,6.969193935394287,14.125486373901367,10.33112621307373,0.36,11814764185.0,690895040.0
jul/2021,4.969200134277344,125666.0,11.081223487854004,20.35161018371582,8.285926818847656,0.96,18128645229.0,900831819.0
jul/2022,5.251999855041504,98954.0,9.015743255615234,24.815568923950195,12.889909744262695,-0.68,24487010025.0,1094773728.0
jul/2023,4.784200191497803,119673.0,6.135088920593262,15.14061450958252,10.24897289276123,0.12,20121012529.0,762267461.0
jul/2024,5.591899871826172,124718.0,10.771918296813965,28.088808059692383,6.690000057220459,0.38,23289908259.0,1045913043.0
jun/2010,1.8339999914169312,61841.0,9.535205841064453,4.4598212242126465,4.9542951583862305,0.01,14960403236.0,382884733.0
jun/2011,1.5786999464035034,63411.0,7.83119010925293,3.2584002017974854,3.976200580596924,0.15,19398620585.0,383592433.0
jun/2012,2.0253000259399414,53403.0,4.912802696228027,3.3433496952056885,5.850342750549316,0.08,18709216579.0,346319832.0
jun/2013,2.089900016784668,53944.0,4.366309642791748,4.314660549163818,7.9287543296813965,0.26,18986750021.0,385846919.0
jun/2014,2.236799955368042,51606.0,2.9296531677246094,4.741847038269043,7.651632785797119,0.4,18260985106.0,470506140.0
jun/2015,3.175800085067749,53031.0,2.2817494869232178,10.24431324005127,7.767098903656006,0.79,15239765263.0,396543953.0
jun/2016,3.583199977874756,49013.0,3.521217107772827,6.761499404907227,7.158972263336182,0.35,12923892615.0,379576781.0
jun/2017,3.225100040435791,62289.0,3.5155837535858154,5.1531901359558105,8.386333465576172,-0.23,13408998263.0,419579368.0
jun/2018,3.7219998836517334,77240.0,4.4958906173706055,5.9672698974609375,5.735937118530273,1.26,15008152809.0,227925971.0
jun/2019,3.9242000579833984,97020.0,3.6846024990081787,14.024348258972168,6.210634708404541,0.01,13944367799.0,442114610.0
jun/2020,5.334799766540527,88620.0,7.408642768859863,14.849005699157715,10.524230003356934,0.26,10977106324.0,653033835.0
jun/2021,5.216599941253662,128267.0,10.528585433959961,21.546297073364258,8.934236526489258,0.53,17843605079.0,727018663.0
jun/2022,4.730400085449219,111360.0,11.23742961883545,28.077890396118164,13.245881080627441,0.67,23852259120.0,1040565303.0000001
jun/2023,5.054800033569336,110565.0,5.666437149047852,13.35761547088623,9.9735689163208,-0.08,19523548217.0,973937065.0
jun/2024,5.2444000244140625,122032.0,9.829268455505371,24.744287490844727,6.25,0.21,22403501244.0,859573585.0
mar/2010,1.7979999780654907,67228.0,12.190166473388672,5.564283847808838,4.902300834655762,0.52,15181212723.0,291928458.0
mar/2011,1.6588000059127808,66243.0,8.099666595458984,3.792365074157715,4.7908854484558105,0.79,17872299348.0,392034478.0
mar/2012,1.716599941253662,66810.0,6.000154972076416,4.878499507904053,4.793946743011475,0.21,19033764217.0,340028687.0
mar/2013,1.9776999950408936,56884.0,5.2959113121032715,4.004737854003906,9.814720153808594,0.47,19281997605.0,393129937.0
mar/2014,2.333400011062622,46589.0,2.2648470401763916,4.602713108062744,8.028825759887695,0.92,17640547408.0,381675501.0
mar/2015,2.8368000984191895,51021.0,2.7042953968048096,7.849429130554199,6.812571048736572,1.32,16660194459.999998,338989086.0
mar/2016,4.012899875640869,44122.0,3.5437538623809814,7.290545463562012,9.029541969299316,0.43,11706198715.0,411216319.0
mar/2017,3.1080000400543213,66989.0,3.5437538623809814,7.704964637756348,8.46760082244873,0.25,13562894075.0,401861682.0
mar/2018,3.244800090789795,85378.0,3.436708450317383,6.540081977844238,7.199588775634766,0.09,14668560310.0,481270606.0
mar/2019,3.747499942779541,94604.0,3.1493775844573975,9.33088207244873,5.055536270141602,0.75,14066000746.0,440827200.0
mar/2020,4.441299915313721,106625.0,7.267794132232666,15.478333473205566,9.719627380371094,0.07,14266744622.0,552998764.0
mar/2021,5.597599983215332,110335.0,8.062180519104004,18.14202117919922,7.991525173187256,0.93,17865278864.0,617223911.0
mar/2022,5.158400058746338,115174.0,15.395841598510742,27.820363998413086,10.162910461425781,1.62,21809139241.0,998592681.0
mar/2023,5.235899925231934,104385.0,5.598268985748291,15.628656387329102,10.833730697631836,0.71,22071631023.0,598494747.0
mar/2024,4.969799995422363,129180.0,8.398154258728027,19.353506088256836,6.800000190734863,0.16,20490209586.0,753125118.0
may/2010,1.7309999465942383,67119.0,10.424413681030273,4.951312065124512,5.459380626678467,0.43,14374167768.0,356836744.0
may/2011,1.5633000135421753,65463.0,8.443014144897461,3.234128713607788,5.011513710021973,0.47,19826222541.0,334188753.0
may/2012,1.9057999849319458,62424.0,5.910012722015381,4.550837993621826,6.6509175300598145,0.36,20417070958.0,397974973.0
may/2013,2.001499891281128,55322.0,3.8705224990844727,3.848872184753418,9.22968578338623,0.37,21203755901.0,404996284.0
may/2014,2.2279999256134033,52980.0,2.552178144454956,4.9275593757629395,7.797892093658447,0.46,20229371571.0,487880338.0
may/2015,3.0111000537872314,57354.0,2.428231954574585,9.774964332580566,6.874152660369873,0.74,14153162462.0,349032895.0
may/2016,3.432800054550171,53562.0,3.5493879318237305,5.7721710205078125,7.967243671417236,0.78,11291198938.0,398133141.0
may/2017,3.176100015640259,66722.0,4.157854080200195,7.263105869293213,8.141075134277344,0.31,12968955269.0,382462028.0
may/2018,3.5058000087738037,84547.0,4.394479274749756,5.722764492034912,6.329309463500977,0.4,14039984530.0,378866460.0
may/2019,3.9168999195098877,95528.0,4.033906936645508,12.900814056396484,6.843566417694092,0.13,16130590785.0,482405199.0
may/2020,5.486000061035156,78876.0,7.025534152984619,15.396717071533203,10.178250312805176,-0.38,10681945943.0,681146621.0
may/2021,5.439700126647949,119209.0,10.75078010559082,20.777786254882812,8.836545944213867,0.83,17664681736.0,625395525.0
may/2022,4.97130012512207,106639.0,13.158112525939941,28.688087463378906,12.365320205688477,0.47,24685194348.0,983290792.0
may/2023,4.986000061035156,101927.0,5.436370372772217,14.155328750610352,8.0850830078125,0.23,21688303202.0,858254564.0
may/2024,5.193900108337402,127122.0,8.149637222290039,20.52280044555664,6.070000171661377,0.46,21888476596.0,954476021.0
nov/2010,1.6461999416351318,71561.0,8.545332908630371,3.925856828689575,4.508631706237793,0.83,17538417516.0,268037237.0
nov/2011,1.6923999786376953,57323.0,3.9437642097473145,2.8700625896453857,3.6611056327819824,0.52,21345663330.0,380513755.0
nov/2012,2.027899980545044,58383.0,6.028324604034424,4.180703639984131,8.621557235717773,0.6,20821071301.0,398848165.0
nov/2013,2.231800079345703,54013.0,2.585982084274292,4.970439434051514,7.620843410491943,0.54,19280001764.0,478057515.0
nov/2014,2.4135000705718994,53947.0,3.2845919132232666,6.6237287521362305,9.468318939208984,0.51,18191864947.0,440169298.0
nov/2015,3.8513998985290527,48054.0,3.6507976055145264,8.661043167114258,9.96867561340332,1.01,12744978873.0,432370089.0
nov/2016,3.198199987411499,63326.0,3.171912908554077,6.381491184234619,7.736308574676514,0.18,11603000026.0,336070110.0
nov/2017,3.2695999145507812,73824.0,3.5493879318237305,4.890272617340088,9.153763771057129,0.28,13951600049.0,492185583.0
nov/2018,3.7207000255584717,88419.0,3.6620664596557617,6.727222442626953,4.37513542175293,-0.21,15529846968.0,521055501.00000006
nov/2019,4.015999794006348,108196.0,6.1072001457214355,18.71675682067871,8.212279319763184,0.51,14868295894.0,752588051.0
nov/2020,5.741399765014648,95587.0,7.746679782867432,12.921880722045898,7.909265995025635,0.89,14856582072.0,738492054.0
nov/2021,5.633699893951416,105551.0,15.434410095214844,26.80885887145996,8.694450378417969,0.95,21611840519.0,400343488.0
nov/2022,5.178800106048584,116929.0,8.22817325592041,19.480064392089844,13.084033012390137,0.41,21451985909.0,777889846.0
nov/2023,5.03410005569458,115053.0,5.570204257965088,17.590970993041992,7.599999904632568,0.28,19097348843.0,863268595.0
nov/2024,5.789400100708008,128121.0,13.171390533447266,32.21013259887695,5.760000228881836,0.39,21110834322.0,1111331127.0
oct/2010,1.6960999965667725,70229.0,9.602316856384277,4.405211448669434,5.125133514404297,0.75,16685019583.000002,344248640.0
oct/2011,1.847000002861023,50792.0,3.402904748916626,2.1601314544677734,3.6010875701904297,0.43,19918996728.0,391087505.0
oct/2012,2.022599935531616,59571.0,6.563551902770996,4.059348106384277,8.621557235717773,0.59,20395170133.0,480868531.0
oct/2013,2.2170000076293945,53179.0,3.380368947982788,4.7069010734558105,7.682424068450928,0.57,23201590344.0,539133174.0
oct/2014,2.4358999729156494,52858.0,3.4930477142333984,5.6827898025512695,9.629972457885742,0.42,19635310320.0,564370866.0
oct/2015,3.94569993019104,45313.0,3.633897066116333,10.31940746307373,10.469035148620605,0.82,14194772010.0,447973520.0
oct/2016,3.2597999572753906,59461.0,3.019796371459961,7.927725791931152,7.643935203552246,0.26,11518693498.0,357426688.0
oct/2017,3.1633999347686768,74360.0,3.616995096206665,5.698745250701904,8.900591850280762,0.42,14598898881.0,501026981.0
oct/2018,4.052700042724609,78624.0,2.9296531677246094,6.13908576965332,3.837143898010254,0.45,16921935159.0,529294406.0
oct/2019,4.154799938201904,104053.0,6.563551902770996,21.776731491088867,7.872078895568848,0.1,16987200927.000002,761884095.0
oct/2020,5.608399868011475,95479.0,8.563603401184082,13.868537902832031,9.293187141418457,0.86,13245304357.0,690444889.0
oct/2021,5.441699981689453,112900.0,15.652824401855469,26.217275619506836,9.413806915283203,1.25,20538918428.0,424631547.0
oct/2022,5.414299964904785,116134.0,7.572632312774658,20.152870178222656,12.238983154296875,0.59,23477105126.0,1101879307.0
oct/2023,5.042799949645996,115057.0,6.152933120727539,15.501720428466797,8.229999542236328,0.24,20500945877.0,855666412.0
oct/2024,5.448500156402588,132495.0,11.783124923706055,29.415557861328125,6.429999828338623,0.56,25209647872.0,1259866861.0
sep/2010,1.750100016593933,67073.0,9.758906364440918,4.417346954345703,4.686896800994873,0.45,17891795638.0,320129240.0
sep/2011,1.5824999809265137,58118.0,4.619838237762451,2.66375732421875,4.021214962005615,0.53,20356258250.0,390720518.0
sep/2012,2.0276999473571777,57281.0,6.248049259185791,3.6649422645568848,8.1365966796875,0.57,17605428014.0,420032101.0
sep/2013,2.38070011138916,51835.0,3.58319091796875,4.437234878540039,8.429112434387207,0.35,19035573348.0,501550295.0
sep/2014,2.231600046157837,61141.0,4.197291851043701,6.252304553985596,9.914793014526367,0.57,20722266356.0,440504199.0
sep/2015,3.6191999912261963,45477.0,3.6113603115081787,8.930135726928711,8.914074897766113,0.54,13336913433.0,430157333.0
sep/2016,3.2260000705718994,58236.0,2.8902158737182617,8.189800262451172,7.397603511810303,0.08,12141043357.0,388824616.0
sep/2017,3.1459999084472656,71923.0,4.045175075531006,5.679025650024414,9.161674499511719,0.16,14242528368.0,470883361.0
sep/2018,4.053699970245361,76193.0,3.1550116539001465,6.271252155303955,4.438427925109863,0.48,14948421194.0,595768368.0
sep/2019,4.143899917602539,100626.0,4.698713779449463,19.271913528442383,6.408425807952881,-0.04,15362321786.0,583681498.0
sep/2020,5.490900039672852,102168.0,9.69039249420166,15.078907012939453,10.38744831085205,0.64,13139951686.0,583051614.0
sep/2021,5.1493000984191895,119396.0,12.24346923828125,22.487409591674805,7.300141334533691,1.16,19975447581.0,1082417249.0
sep/2022,5.181700229644775,110405.0,9.855724334716797,22.750211715698242,14.413325309753418,-0.29,24892711361.0,1218097312.0
sep/2023,4.953800201416016,117893.0,6.307185173034668,15.914412498474121,8.5600004196167,0.26,19531513320.0,884925708.0
sep/2024,5.6092000007629395,134981.0,11.945945739746094,31.10318946838379,7.239999771118164,0.44,23391814867.0,1135823209.0
